sum,A,B,t0,t1,t2
139950080.00, 72, 24, 0.3525, 0.3517, 0.3684
139950080.00, 72, 32, 0.3530, 0.3566, 0.3504
139950080.00, 72, 40, 0.3428, 0.3575, 0.3551
139950080.00, 72, 48, 0.3392, 0.3508, 0.3538
139950080.00, 72, 56, 0.3322, 0.4272, 0.3693
139950080.00, 72, 64, 0.3565, 0.3336, 0.3434
139950080.00, 72, 72, 0.3355, 0.3320, 0.3301
139950080.00, 72, 80, 0.3365, 0.3332, 0.3230
139950080.00, 72, 88, 0.3275, 0.3224, 0.3357
139950080.00, 72, 96, 0.3302, 0.3188, 0.3352
139950080.00, 72, 104, 0.3466, 0.3346, 0.3469
139950080.00, 72, 112, 0.3627, 0.3575, 0.3526
139950080.00, 72, 120, 0.3574, 0.3508, 0.3388
139950080.00, 72, 128, 0.3473, 0.3480, 0.3338
139950080.00, 80, 0, 0.6084, 0.5978, 0.5966
139950080.00, 80, 8, 0.4034, 0.3818, 0.3716
139950080.00, 80, 16, 0.3832, 0.3840, 0.3735
139950080.00, 80, 24, 0.3590, 0.3851, 0.3885
139950080.00, 80, 32, 0.3922, 0.3422, 0.3877
139950080.00, 80, 40, 0.3781, 0.3603, 0.3449
139950080.00, 80, 48, 0.3731, 0.3717, 0.3341
139950080.00, 80, 56, 0.3573, 0.3658, 0.3374
139950080.00, 80, 64, 0.3264, 0.3292, 0.3255
139950080.00, 80, 72, 0.3226, 0.3222, 0.3175
139950080.00, 80, 80, 0.3188, 0.3209, 0.3305
139950080.00, 80, 88, 0.3158, 0.3147, 0.3103
139950080.00, 80, 96, 0.3148, 0.3249, 0.3187
139950080.00, 80, 104, 0.3411, 0.3295, 0.3311
139950080.00, 80, 112, 0.3335, 0.3291, 0.3305
139950080.00, 80, 120, 0.3348, 0.3284, 0.3293
139950080.00, 80, 128, 0.3294, 0.3241, 0.3344
139950080.00, 88, 0, 0.5809, 0.5842, 0.5802
139950080.00, 88, 8, 0.3612, 0.3631, 0.3624
139950080.00, 88, 16, 0.3474, 0.3475, 0.3505
139950080.00, 88, 24, 0.3427, 0.3387, 0.3496
139950080.00, 88, 32, 0.3491, 0.3499, 0.3543
139950080.00, 88, 40, 0.3383, 0.3300, 0.3345
139950080.00, 88, 48, 0.3348, 0.3277, 0.3334
139950080.00, 88, 56, 0.3299, 0.3252, 0.3322
139950080.00, 88, 64, 0.3311, 0.3242, 0.3298
139950080.00, 88, 72, 0.3303, 0.3247, 0.3322
139950080.00, 88, 80, 0.3304, 0.3236, 0.3316
139950080.00, 88, 88, 0.3217, 0.3163, 0.3232
139950080.00, 88, 96, 0.3294, 0.3257, 0.3320
139950080.00, 88, 104, 0.3422, 0.3399, 0.3469
139950080.00, 88, 112, 0.3412, 0.3403, 0.3432
139950080.00, 88, 120, 0.3488, 0.3353, 0.3488
139950080.00, 88, 128, 0.3431, 0.3326, 0.3437
139950080.00, 96, 0, 0.5895, 0.5924, 0.5816
139950080.00, 96, 8, 0.3857, 0.3896, 0.3930
139950080.00, 96, 16, 0.3764, 0.3725, 0.3749
139950080.00, 96, 24, 0.3753, 0.3729, 0.3680
139950080.00, 96, 32, 0.3684, 0.3758, 0.3916
139950080.00, 96, 40, 0.3692, 0.3662, 0.3711
139950080.00, 96, 48, 0.3656, 0.3591, 0.3654
139950080.00, 96, 56, 0.3599, 0.3572, 0.3538
139950080.00, 96, 64, 0.3530, 0.3563, 0.3480
139950080.00, 96, 72, 0.3501, 0.3551, 0.3458
139950080.00, 96, 80, 0.3453, 0.3476, 0.3420
139950080.00, 96, 88, 0.3359, 0.3604, 0.3864
139950080.00, 96, 96, 0.3340, 0.3701, 0.3657
139950080.00, 96, 104, 0.3820, 0.3500, 0.3537
139950080.00, 96, 112, 0.3530, 0.3558, 0.3538
139950080.00, 96, 120, 0.3537, 0.3494, 0.3599
139950080.00, 96, 128, 0.3453, 0.3437, 0.3431
139950080.00, 104, 0, 0.5742, 0.5753, 0.5719
139950080.00, 104, 8, 0.3733, 0.3717, 0.3752
139950080.00, 104, 16, 0.3623, 0.3738, 0.3656
139950080.00, 104, 24, 0.3598, 0.3593, 0.3585
139950080.00, 104, 32, 0.3596, 0.3598, 0.3553
139950080.00, 104, 40, 0.3509, 0.3551, 0.3551
139950080.00, 104, 48, 0.3464, 0.3515, 0.3508
139950080.00, 104, 56, 0.3466, 0.3481, 0.3469
139950080.00, 104, 64, 0.3422, 0.3432, 0.3473
139950080.00, 104, 72, 0.3424, 0.3432, 0.3441
139950080.00, 104, 80, 0.3395, 0.3361, 0.3420
139950080.00, 104, 88, 0.3368, 0.3315, 0.3360
139950080.00, 104, 96, 0.3493, 0.3443, 0.3489
139950080.00, 104, 104, 0.3491, 0.3479, 0.3464
139950080.00, 104, 112, 0.3580, 0.3458, 0.3443
139950080.00, 104, 120, 0.3775, 0.3528, 0.3463
139950080.00, 104, 128, 0.3465, 0.3494, 0.3562
139950080.00, 112, 0, 0.5744, 0.5701, 0.5713
139950080.00, 112, 8, 0.3750, 0.3712, 0.3738
139950080.00, 112, 16, 0.3631, 0.3629, 0.3557
139950080.00, 112, 24, 0.3625, 0.3589, 0.3546
139950080.00, 112, 32, 0.3555, 0.3570, 0.3604
139950080.00, 112, 40, 0.3569, 0.3578, 0.3541
139950080.00, 112, 48, 0.3506, 0.3500, 0.3538
139950080.00, 112, 56, 0.3516, 0.3455, 0.3615
139950080.00, 112, 64, 0.3501, 0.3574, 0.3497
139950080.00, 112, 72, 0.3471, 0.3443, 0.3512
139950080.00, 112, 80, 0.3446, 0.3437, 0.3478
139950080.00, 112, 88, 0.3556, 0.3503, 0.3464
139950080.00, 112, 96, 0.3521, 0.3563, 0.3584
139950080.00, 112, 104, 0.3501, 0.3530, 0.3518
139950080.00, 112, 112, 0.3438, 0.3526, 0.3511
139950080.00, 112, 120, 0.3452, 0.3479, 0.3509
139950080.00, 112, 128, 0.3473, 0.3494, 0.3572
139950080.00, 120, 0, 0.5727, 0.5718, 0.5737
139950080.00, 120, 8, 0.3811, 0.3808, 0.3795
139950080.00, 120, 16, 0.3622, 0.3679, 0.3693
139950080.00, 120, 24, 0.3624, 0.3606, 0.3644
139950080.00, 120, 32, 0.3629, 0.3599, 0.3593
139950080.00, 120, 40, 0.3628, 0.3626, 0.3573
139950080.00, 120, 48, 0.3726, 0.3731, 0.3788
139950080.00, 120, 56, 0.3796, 0.3901, 0.3940
139950080.00, 120, 64, 0.3911, 0.3819, 0.3826
139950080.00, 120, 72, 0.3855, 0.3875, 0.3811
139950080.00, 120, 80, 0.3695, 0.3765, 0.3793
139950080.00, 120, 88, 0.3726, 0.3714, 0.3739
139950080.00, 120, 96, 0.3885, 0.3822, 0.3702
139950080.00, 120, 104, 0.3833, 0.3724, 0.3705
139950080.00, 120, 112, 0.3627, 0.3731, 0.4035
139950080.00, 120, 120, 0.3755, 0.3683, 0.3764
139950080.00, 120, 128, 0.3807, 0.3815, 0.3715
139950080.00, 128, 0, 0.5954, 0.5917, 0.5914
139950080.00, 128, 8, 0.3946, 0.3904, 0.3923
139950080.00, 128, 16, 0.3755, 0.3823, 0.3853
139950080.00, 128, 24, 0.3668, 0.3780, 0.3804
139950080.00, 128, 32, 0.3734, 0.3733, 0.3707
139950080.00, 128, 40, 0.3796, 0.3901, 0.3766
139950080.00, 128, 48, 0.3846, 0.3930, 0.3906
139950080.00, 128, 56, 0.3873, 0.3756, 0.3860
139950080.00, 128, 64, 0.3851, 0.3797, 0.3737
139950080.00, 128, 72, 0.3818, 0.3805, 0.3891
139950080.00, 128, 80, 0.3678, 0.3919, 0.3876
139950080.00, 128, 88, 0.3821, 0.3763, 0.3786
139950080.00, 128, 96, 0.3767, 0.3800, 0.3678
139950080.00, 128, 104, 0.3731, 0.3772, 0.3762
139950080.00, 128, 112, 0.3702, 0.3748, 0.3761
139950080.00, 128, 120, 0.3775, 0.3623, 0.3721
139950080.00, 128, 128, 0.3775, 0.3766, 0.3790
