sum,A,B,t0
2792901376.00, 104, 104, 11.2023
2792901376.00, 104, 112, 11.2370
2792901376.00, 104, 120, 11.2982
2792901376.00, 104, 128, 11.1762
2792901376.00, 112, 0, 4.1932
2792901376.00, 112, 8, 11.3985
2792901376.00, 112, 16, 11.3345
2792901376.00, 112, 24, 11.4958
2792901376.00, 112, 32, 11.0537
2792901376.00, 112, 40, 11.0544
2792901376.00, 112, 48, 11.0968
2792901376.00, 112, 56, 11.0566
2792901376.00, 112, 64, 11.0163
2792901376.00, 112, 72, 11.0006
2792901376.00, 112, 80, 10.9879
2792901376.00, 112, 88, 11.7547
2792901376.00, 112, 96, 11.1686
2792901376.00, 112, 104, 11.2231
2792901376.00, 112, 112, 12.3221
2792901376.00, 112, 120, 12.2296
2792901376.00, 112, 128, 11.4201
2792901376.00, 120, 0, 4.6338
2792901376.00, 120, 8, 11.8640
2792901376.00, 120, 16, 11.4592
2792901376.00, 120, 24, 11.6561
2792901376.00, 120, 32, 11.6686
2792901376.00, 120, 40, 12.0555
2792901376.00, 120, 48, 11.2377
2792901376.00, 120, 56, 11.2737
2792901376.00, 120, 64, 11.1427
2792901376.00, 120, 72, 11.2794
2792901376.00, 120, 80, 11.3934
2792901376.00, 120, 88, 11.6994
2792901376.00, 120, 96, 11.1770
2792901376.00, 120, 104, 11.0871
2792901376.00, 120, 112, 11.3249
2792901376.00, 120, 120, 11.2698
2792901376.00, 120, 128, 11.2197
2792901376.00, 128, 0, 4.2510
2792901376.00, 128, 8, 11.4013
2792901376.00, 128, 16, 11.4787
2792901376.00, 128, 24, 11.3545
2792901376.00, 128, 32, 11.4318
2792901376.00, 128, 40, 11.4869
2792901376.00, 128, 48, 11.4621
2792901376.00, 128, 56, 11.2591
2792901376.00, 128, 64, 11.6130
2792901376.00, 128, 72, 11.7588
2792901376.00, 128, 80, 11.4138
2792901376.00, 128, 88, 11.2528
2792901376.00, 128, 96, 11.4911
2792901376.00, 128, 104, 11.3704
2792901376.00, 128, 112, 11.0529
2792901376.00, 128, 120, 11.1492
2792901376.00, 128, 128, 11.2287
